make,model,release_date,Engine Fuel Type,Engine HP,Engine Cylinders,transmission_type,Driven_Wheels,Number of Doors,Market Category,size,style,highway MPG,city mpg,Popularity,price,isDeleted
Toyota,Tacoma,2017,regular unleaded,278,6,AUTOMATIC,rear wheel drive,4,N/A,Compact,Extended Cab Pickup,24,19,2031,28700,FALSE
Toyota,Tacoma,2017,regular unleaded,159,4,AUTOMATIC,rear wheel drive,4,N/A,Compact,Extended Cab Pickup,23,19,2031,24120,FALSE
Toyota,Tacoma,2017,regular unleaded,278,6,MANUAL,four wheel drive,4,N/A,Compact,Extended Cab Pickup,21,17,2031,32390,FALSE
Toyota,Tacoma,2017,regular unleaded,159,4,AUTOMATIC,four wheel drive,4,N/A,Compact,Extended Cab Pickup,22,19,2031,27195,FALSE
Toyota,Tacoma,2017,regular unleaded,278,6,AUTOMATIC,four wheel drive,4,N/A,Compact,Crew Cab Pickup,23,18,2031,33265,FALSE
Toyota,Tacoma,2017,regular unleaded,278,6,AUTOMATIC,rear wheel drive,4,N/A,Compact,Crew Cab Pickup,24,19,2031,31740,FALSE
Toyota,Tacoma,2017,regular unleaded,278,6,AUTOMATIC,four wheel drive,4,N/A,Compact,Crew Cab Pickup,23,18,2031,38795,FALSE
Toyota,Tacoma,2017,regular unleaded,278,6,AUTOMATIC,four wheel drive,4,N/A,Compact,Extended Cab Pickup,23,18,2031,31875,FALSE
Toyota,Tacoma,2017,regular unleaded,278,6,AUTOMATIC,rear wheel drive,4,N/A,Compact,Crew Cab Pickup,24,19,2031,32240,FALSE
Toyota,Tacoma,2017,regular unleaded,278,6,AUTOMATIC,rear wheel drive,4,N/A,Compact,Crew Cab Pickup,24,19,2031,30190,FALSE
Chevrolet,Tahoe Hybrid,2011,regular unleaded,332,8,AUTOMATIC,rear wheel drive,4,Hybrid,Large,4dr SUV,23,20,1385,51145,FALSE
Chevrolet,Tahoe Hybrid,2011,regular unleaded,332,8,AUTOMATIC,four wheel drive,4,Hybrid,Large,4dr SUV,23,20,1385,53950,FALSE
Chevrolet,Tahoe Hybrid,2012,regular unleaded,332,8,AUTOMATIC,four wheel drive,4,Hybrid,Large,4dr SUV,23,20,1385,54775,FALSE
Chevrolet,Tahoe Hybrid,2012,regular unleaded,332,8,AUTOMATIC,rear wheel drive,4,Hybrid,Large,4dr SUV,23,20,1385,51970,FALSE
Chevrolet,Tahoe Hybrid,2013,regular unleaded,332,8,AUTOMATIC,four wheel drive,4,"Luxury,Hybrid",Large,4dr SUV,23,20,1385,56425,FALSE
Chevrolet,Tahoe Hybrid,2013,regular unleaded,332,8,AUTOMATIC,rear wheel drive,4,"Luxury,Hybrid",Large,4dr SUV,23,20,1385,53620,FALSE
Chevrolet,Tahoe Limited/Z71,2000,regular unleaded,255,8,AUTOMATIC,four wheel drive,4,N/A,Large,4dr SUV,15,11,1385,3465,FALSE
Chevrolet,Tahoe Limited/Z71,2000,regular unleaded,255,8,AUTOMATIC,rear wheel drive,4,N/A,Large,4dr SUV,16,12,1385,3413,FALSE
Chevrolet,Tahoe,2015,flex-fuel (unleaded/E85),355,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,4dr SUV,22,16,1385,54505,FALSE
Chevrolet,Tahoe,2015,flex-fuel (unleaded/E85),355,8,AUTOMATIC,rear wheel drive,4,"Flex Fuel,Performance",Large,4dr SUV,23,16,1385,61085,FALSE
Chevrolet,Tahoe,2015,flex-fuel (unleaded/E85),355,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,4dr SUV,22,16,1385,49300,FALSE
Chevrolet,Tahoe,2015,flex-fuel (unleaded/E85),355,8,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,4dr SUV,23,16,1385,46300,FALSE
Chevrolet,Tahoe,2015,flex-fuel (unleaded/E85),355,8,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,4dr SUV,23,16,1385,51505,FALSE
Chevrolet,Tahoe,2015,flex-fuel (unleaded/E85),355,8,AUTOMATIC,four wheel drive,4,"Flex Fuel,Performance",Large,4dr SUV,22,16,1385,64085,FALSE
Chevrolet,Tahoe,2016,flex-fuel (unleaded/E85),355,8,AUTOMATIC,four wheel drive,4,"Flex Fuel,Performance",Large,4dr SUV,22,16,1385,64740,FALSE
Chevrolet,Tahoe,2016,flex-fuel (unleaded/E85),355,8,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,4dr SUV,23,16,1385,47000,FALSE
Chevrolet,Tahoe,2016,flex-fuel (unleaded/E85),355,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,4dr SUV,22,16,1385,55030,FALSE
Chevrolet,Tahoe,2016,flex-fuel (unleaded/E85),355,8,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,4dr SUV,23,16,1385,52030,FALSE
Chevrolet,Tahoe,2016,flex-fuel (unleaded/E85),355,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,4dr SUV,22,16,1385,50000,FALSE
Chevrolet,Tahoe,2016,flex-fuel (unleaded/E85),355,8,AUTOMATIC,rear wheel drive,4,"Flex Fuel,Performance",Large,4dr SUV,23,16,1385,61740,FALSE
Chevrolet,Tahoe,2017,flex-fuel (unleaded/E85),355,8,AUTOMATIC,four wheel drive,4,"Flex Fuel,Performance",Large,4dr SUV,22,16,1385,50215,FALSE
Chevrolet,Tahoe,2017,flex-fuel (unleaded/E85),355,8,AUTOMATIC,four wheel drive,4,"Flex Fuel,Performance",Large,4dr SUV,22,16,1385,55345,FALSE
Chevrolet,Tahoe,2017,flex-fuel (unleaded/E85),355,8,AUTOMATIC,rear wheel drive,4,"Flex Fuel,Performance",Large,4dr SUV,23,16,1385,47215,FALSE
Chevrolet,Tahoe,2017,flex-fuel (unleaded/E85),355,8,AUTOMATIC,rear wheel drive,4,"Flex Fuel,Performance",Large,4dr SUV,23,16,1385,62030,FALSE
Chevrolet,Tahoe,2017,flex-fuel (unleaded/E85),355,8,AUTOMATIC,rear wheel drive,4,"Flex Fuel,Performance",Large,4dr SUV,23,16,1385,52345,FALSE
Chevrolet,Tahoe,2017,flex-fuel (unleaded/E85),355,8,AUTOMATIC,four wheel drive,4,"Flex Fuel,Performance",Large,4dr SUV,22,16,1385,65030,FALSE
Ford,Taurus X,2008,regular unleaded,260,6,AUTOMATIC,all wheel drive,4,Crossover,Large,Wagon,22,15,5657,31620,FALSE
Ford,Taurus X,2008,regular unleaded,260,6,AUTOMATIC,all wheel drive,4,Crossover,Large,Wagon,22,15,5657,28880,FALSE
Ford,Taurus X,2008,regular unleaded,260,6,AUTOMATIC,front wheel drive,4,Crossover,Large,Wagon,24,16,5657,29770,FALSE
Ford,Taurus X,2008,regular unleaded,260,6,AUTOMATIC,front wheel drive,4,Crossover,Large,Wagon,24,16,5657,27030,FALSE
Ford,Taurus X,2008,regular unleaded,260,6,AUTOMATIC,all wheel drive,4,Crossover,Large,Wagon,22,15,5657,32600,FALSE
Ford,Taurus X,2008,regular unleaded,260,6,AUTOMATIC,front wheel drive,4,Crossover,Large,Wagon,24,16,5657,30750,FALSE
Ford,Taurus X,2009,regular unleaded,263,6,AUTOMATIC,front wheel drive,4,Crossover,Large,Wagon,24,17,5657,32325,FALSE
Ford,Taurus X,2009,regular unleaded,263,6,AUTOMATIC,all wheel drive,4,Crossover,Large,Wagon,22,15,5657,33180,FALSE
Ford,Taurus X,2009,regular unleaded,263,6,AUTOMATIC,all wheel drive,4,Crossover,Large,Wagon,22,15,5657,34175,FALSE
Ford,Taurus X,2009,regular unleaded,263,6,AUTOMATIC,front wheel drive,4,Crossover,Large,Wagon,24,17,5657,31330,FALSE
Ford,Taurus X,2009,regular unleaded,263,6,AUTOMATIC,all wheel drive,4,Crossover,Large,Wagon,22,15,5657,30120,FALSE
Ford,Taurus X,2009,regular unleaded,263,6,AUTOMATIC,front wheel drive,4,Crossover,Large,Wagon,24,17,5657,28270,FALSE
Ford,Taurus,2015,flex-fuel (unleaded/E85),288,6,AUTOMATIC,front wheel drive,4,"Flex Fuel,Performance",Large,Sedan,29,19,5657,29485,FALSE
Ford,Taurus,2015,flex-fuel (unleaded/E85),288,6,AUTOMATIC,front wheel drive,4,Flex Fuel,Large,Sedan,29,19,5657,27055,FALSE
Ford,Taurus,2015,premium unleaded (recommended),365,6,AUTOMATIC,all wheel drive,4,"Factory Tuner,High-Performance",Large,Sedan,25,17,5657,40220,FALSE
Ford,Taurus,2015,flex-fuel (unleaded/E85),288,6,AUTOMATIC,all wheel drive,4,"Flex Fuel,Performance",Large,Sedan,26,18,5657,31335,FALSE
Ford,Taurus,2015,flex-fuel (unleaded/E85),288,6,AUTOMATIC,all wheel drive,4,"Flex Fuel,Performance",Large,Sedan,26,18,5657,36255,FALSE
Ford,Taurus,2015,flex-fuel (unleaded/E85),288,6,AUTOMATIC,front wheel drive,4,"Flex Fuel,Performance",Large,Sedan,29,19,5657,34405,FALSE
Ford,Taurus,2016,flex-fuel (unleaded/E85),288,6,AUTOMATIC,front wheel drive,4,"Flex Fuel,Performance",Large,Sedan,27,18,5657,29540,FALSE
Ford,Taurus,2016,flex-fuel (unleaded/E85),288,6,AUTOMATIC,front wheel drive,4,"Flex Fuel,Performance",Large,Sedan,27,18,5657,34460,FALSE
Ford,Taurus,2016,flex-fuel (unleaded/E85),288,6,AUTOMATIC,front wheel drive,4,Flex Fuel,Large,Sedan,27,18,5657,27110,FALSE
Ford,Taurus,2016,flex-fuel (unleaded/E85),288,6,AUTOMATIC,all wheel drive,4,"Flex Fuel,Performance",Large,Sedan,24,17,5657,31390,FALSE
Ford,Taurus,2016,premium unleaded (recommended),365,6,AUTOMATIC,all wheel drive,4,"Factory Tuner,High-Performance",Large,Sedan,24,16,5657,40275,FALSE
Ford,Taurus,2016,flex-fuel (unleaded/E85),288,6,AUTOMATIC,all wheel drive,4,"Flex Fuel,Performance",Large,Sedan,24,17,5657,36310,FALSE
Ford,Taurus,2017,flex-fuel (unleaded/E85),288,6,AUTOMATIC,front wheel drive,4,"Flex Fuel,Performance",Large,Sedan,27,18,5657,36855,FALSE
Ford,Taurus,2017,flex-fuel (unleaded/E85),288,6,AUTOMATIC,front wheel drive,4,"Flex Fuel,Performance",Large,Sedan,27,18,5657,29775,FALSE
Ford,Taurus,2017,premium unleaded (recommended),365,6,AUTOMATIC,all wheel drive,4,"Factory Tuner,High-Performance",Large,Sedan,24,16,5657,42520,FALSE
Ford,Taurus,2017,flex-fuel (unleaded/E85),288,6,AUTOMATIC,all wheel drive,4,"Flex Fuel,Performance",Large,Sedan,24,17,5657,31625,FALSE
Ford,Taurus,2017,flex-fuel (unleaded/E85),288,6,AUTOMATIC,all wheel drive,4,"Flex Fuel,Performance",Large,Sedan,24,17,5657,38705,FALSE
Ford,Taurus,2017,flex-fuel (unleaded/E85),288,6,AUTOMATIC,front wheel drive,4,Flex Fuel,Large,Sedan,27,18,5657,27345,FALSE
Chrysler,TC,1990,regular unleaded,141,6,AUTOMATIC,front wheel drive,2,Luxury,Compact,Convertible,22,15,1013,2000,FALSE
Chrysler,TC,1990,regular unleaded,200,4,MANUAL,front wheel drive,2,Performance,Compact,Convertible,23,16,1013,2000,FALSE
Chrysler,TC,1991,regular unleaded,141,6,AUTOMATIC,front wheel drive,2,Luxury,Compact,Convertible,22,16,1013,2000,FALSE
Scion,tC,2014,regular unleaded,179,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,31,23,105,21400,FALSE
Scion,tC,2014,regular unleaded,179,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,31,23,105,21440,FALSE
Scion,tC,2014,regular unleaded,179,4,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,31,23,105,22440,FALSE
Scion,tC,2014,regular unleaded,179,4,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,31,23,105,22400,FALSE
Scion,tC,2014,regular unleaded,179,4,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,31,23,105,20210,FALSE
Scion,tC,2014,regular unleaded,179,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,31,23,105,19210,FALSE
Scion,tC,2015,regular unleaded,179,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,31,23,105,19210,FALSE
Scion,tC,2015,regular unleaded,179,4,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,31,23,105,20360,FALSE
Scion,tC,2015,regular unleaded,179,4,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,31,23,105,24340,FALSE
Scion,tC,2015,regular unleaded,179,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,31,23,105,23190,FALSE
Scion,tC,2016,regular unleaded,179,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,31,23,105,19385,FALSE
Scion,tC,2016,regular unleaded,179,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,31,23,105,23190,FALSE
Scion,tC,2016,regular unleaded,179,4,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,31,23,105,24340,FALSE
Scion,tC,2016,regular unleaded,179,4,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,31,23,105,20535,FALSE
Ford,Tempo,1992,regular unleaded,96,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,30,21,5657,2000,FALSE
Ford,Tempo,1992,regular unleaded,96,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,30,21,5657,2000,FALSE
Ford,Tempo,1992,regular unleaded,140,6,MANUAL,front wheel drive,2,N/A,Compact,Coupe,26,19,5657,2000,FALSE
Ford,Tempo,1992,regular unleaded,96,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,30,21,5657,2000,FALSE
Ford,Tempo,1992,regular unleaded,140,6,MANUAL,front wheel drive,4,N/A,Compact,Sedan,26,19,5657,2000,FALSE
Ford,Tempo,1993,regular unleaded,96,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,30,21,5657,2000,FALSE
Ford,Tempo,1993,regular unleaded,96,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,30,21,5657,2000,FALSE
Ford,Tempo,1993,regular unleaded,96,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,30,21,5657,2000,FALSE
Ford,Tempo,1994,regular unleaded,96,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,30,21,5657,2000,FALSE
Ford,Tempo,1994,regular unleaded,96,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,30,21,5657,2000,FALSE
Ford,Tempo,1994,regular unleaded,96,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,30,21,5657,2000,FALSE
Toyota,Tercel,1996,regular unleaded,93,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,35,27,2031,2000,FALSE
Toyota,Tercel,1996,regular unleaded,93,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,35,27,2031,2000,FALSE
Toyota,Tercel,1996,regular unleaded,93,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,36,29,2031,2000,FALSE
Toyota,Tercel,1997,regular unleaded,93,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,35,28,2031,2012,FALSE
Toyota,Tercel,1997,regular unleaded,93,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,35,28,2031,2041,FALSE
Toyota,Tercel,1997,regular unleaded,93,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,35,28,2031,2000,FALSE
Toyota,Tercel,1998,regular unleaded,93,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,35,27,2031,2148,FALSE
GMC,Terrain,2015,regular unleaded,182,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,32,22,549,24070,FALSE
GMC,Terrain,2015,regular unleaded,182,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,29,20,549,37240,FALSE
GMC,Terrain,2015,regular unleaded,182,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,32,22,549,33065,FALSE
GMC,Terrain,2015,regular unleaded,182,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,32,22,549,29820,FALSE
GMC,Terrain,2015,regular unleaded,182,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,29,20,549,28310,FALSE
GMC,Terrain,2015,regular unleaded,182,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,32,22,549,26560,FALSE
GMC,Terrain,2015,regular unleaded,182,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,29,20,549,34815,FALSE
GMC,Terrain,2015,regular unleaded,182,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,32,22,549,35490,FALSE
GMC,Terrain,2015,regular unleaded,182,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,29,20,549,29810,FALSE
GMC,Terrain,2015,regular unleaded,182,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,32,22,549,28060,FALSE
GMC,Terrain,2015,regular unleaded,182,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,29,20,549,31570,FALSE
GMC,Terrain,2016,regular unleaded,182,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,32,22,549,28300,FALSE
GMC,Terrain,2016,regular unleaded,182,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,32,22,549,33975,FALSE
GMC,Terrain,2016,regular unleaded,182,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,32,22,549,23975,FALSE
GMC,Terrain,2016,regular unleaded,182,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,29,20,549,28550,FALSE
GMC,Terrain,2016,regular unleaded,182,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,32,22,549,30620,FALSE
GMC,Terrain,2016,regular unleaded,182,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,29,20,549,35725,FALSE
GMC,Terrain,2016,regular unleaded,182,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,32,22,549,26800,FALSE
GMC,Terrain,2016,regular unleaded,182,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,29,20,549,32370,FALSE
GMC,Terrain,2016,regular unleaded,182,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,29,20,549,30050,FALSE
GMC,Terrain,2017,regular unleaded,182,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,28,20,549,29050,FALSE
GMC,Terrain,2017,regular unleaded,182,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,31,21,549,28800,FALSE
GMC,Terrain,2017,regular unleaded,182,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,28,20,549,36025,FALSE
GMC,Terrain,2017,regular unleaded,182,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,31,21,549,34275,FALSE
GMC,Terrain,2017,regular unleaded,182,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,31,21,549,27300,FALSE
GMC,Terrain,2017,regular unleaded,182,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,28,20,549,30550,FALSE
GMC,Terrain,2017,regular unleaded,182,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,31,21,549,30920,FALSE
GMC,Terrain,2017,regular unleaded,182,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,31,21,549,24070,FALSE
GMC,Terrain,2017,regular unleaded,182,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,28,20,549,32670,FALSE
Buick,Terraza,2005,regular unleaded,200,6,AUTOMATIC,all wheel drive,4,N/A,Midsize,Passenger Minivan,21,15,155,30990,FALSE
Buick,Terraza,2005,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,23,16,155,31170,FALSE
Buick,Terraza,2005,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,23,16,155,28110,FALSE
Buick,Terraza,2005,regular unleaded,200,6,AUTOMATIC,all wheel drive,4,N/A,Midsize,Passenger Minivan,21,15,155,33855,FALSE
Buick,Terraza,2006,regular unleaded,196,6,AUTOMATIC,all wheel drive,4,N/A,Midsize,Passenger Minivan,21,15,155,33250,FALSE
Buick,Terraza,2006,regular unleaded,201,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,23,16,155,27250,FALSE
Buick,Terraza,2006,regular unleaded,201,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,23,16,155,29750,FALSE
Buick,Terraza,2006,regular unleaded,196,6,AUTOMATIC,all wheel drive,4,N/A,Midsize,Passenger Minivan,21,15,155,30250,FALSE
Buick,Terraza,2007,regular unleaded,240,6,AUTOMATIC,front wheel drive,4,Flex Fuel,Midsize,Passenger Minivan,23,16,155,30780,FALSE
Buick,Terraza,2007,regular unleaded,240,6,AUTOMATIC,front wheel drive,4,Flex Fuel,Midsize,Passenger Minivan,23,16,155,28000,FALSE
Buick,Terraza,2007,regular unleaded,240,6,AUTOMATIC,front wheel drive,4,Flex Fuel,Midsize,Passenger Minivan,23,16,155,26660,FALSE
Ford,Thunderbird,2003,premium unleaded (required),280,8,AUTOMATIC,rear wheel drive,2,Performance,Midsize,Convertible,22,16,5657,40355,FALSE
Ford,Thunderbird,2003,premium unleaded (required),280,8,AUTOMATIC,rear wheel drive,2,Performance,Midsize,Convertible,22,16,5657,36815,FALSE
Ford,Thunderbird,2003,premium unleaded (required),280,8,AUTOMATIC,rear wheel drive,2,Performance,Midsize,Convertible,22,16,5657,37855,FALSE
Ford,Thunderbird,2003,premium unleaded (required),280,8,AUTOMATIC,rear wheel drive,2,Performance,Midsize,Convertible,22,16,5657,39310,FALSE
Ford,Thunderbird,2004,premium unleaded (required),280,8,AUTOMATIC,rear wheel drive,2,Performance,Midsize,Convertible,21,15,5657,37435,FALSE
Ford,Thunderbird,2004,premium unleaded (required),280,8,AUTOMATIC,rear wheel drive,2,Performance,Midsize,Convertible,21,15,5657,38480,FALSE
Ford,Thunderbird,2005,premium unleaded (required),280,8,AUTOMATIC,rear wheel drive,2,Performance,Midsize,Convertible,22,16,5657,38355,FALSE
Ford,Thunderbird,2005,premium unleaded (required),280,8,AUTOMATIC,rear wheel drive,2,Performance,Midsize,Convertible,22,16,5657,39415,FALSE
Hyundai,Tiburon,2006,regular unleaded,138,4,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,27,19,1439,17095,FALSE
Hyundai,Tiburon,2006,regular unleaded,172,6,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,24,17,1439,18595,FALSE
Hyundai,Tiburon,2006,regular unleaded,172,6,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,24,16,1439,20595,FALSE
Hyundai,Tiburon,2006,regular unleaded,138,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,28,21,1439,16095,FALSE
Hyundai,Tiburon,2006,regular unleaded,172,6,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,24,17,1439,21595,FALSE
Hyundai,Tiburon,2006,regular unleaded,172,6,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,24,17,1439,19595,FALSE
Hyundai,Tiburon,2006,regular unleaded,172,6,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,24,17,1439,21195,FALSE
Hyundai,Tiburon,2007,regular unleaded,172,6,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,24,16,1439,22095,FALSE
Hyundai,Tiburon,2007,regular unleaded,172,6,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,24,17,1439,19395,FALSE
Hyundai,Tiburon,2007,regular unleaded,138,4,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,27,20,1439,17795,FALSE
Hyundai,Tiburon,2007,regular unleaded,172,6,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,24,17,1439,21695,FALSE
Hyundai,Tiburon,2007,regular unleaded,172,6,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,24,17,1439,22795,FALSE
Hyundai,Tiburon,2007,regular unleaded,138,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,28,20,1439,16695,FALSE
Hyundai,Tiburon,2007,regular unleaded,172,6,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,23,20,1439,20495,FALSE
Hyundai,Tiburon,2008,regular unleaded,138,4,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,27,20,1439,18370,FALSE
Hyundai,Tiburon,2008,regular unleaded,172,6,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,24,17,1439,21270,FALSE
Hyundai,Tiburon,2008,regular unleaded,172,6,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,24,17,1439,22620,FALSE
Hyundai,Tiburon,2008,regular unleaded,172,6,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,24,17,1439,20170,FALSE
Hyundai,Tiburon,2008,regular unleaded,138,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,28,20,1439,17270,FALSE
Hyundai,Tiburon,2008,regular unleaded,172,6,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,24,17,1439,22770,FALSE
Volkswagen,Tiguan,2015,premium unleaded (recommended),200,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,26,20,873,30225,FALSE
Volkswagen,Tiguan,2015,premium unleaded (recommended),200,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,26,20,873,28230,FALSE
Volkswagen,Tiguan,2015,premium unleaded (recommended),200,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,26,20,873,33235,FALSE
Volkswagen,Tiguan,2015,premium unleaded (recommended),200,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,26,21,873,37650,FALSE
Volkswagen,Tiguan,2015,premium unleaded (recommended),200,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,26,20,873,39625,FALSE
Volkswagen,Tiguan,2015,premium unleaded (recommended),200,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,26,21,873,26255,FALSE
Volkswagen,Tiguan,2015,premium unleaded (recommended),200,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,26,20,873,35565,FALSE
Volkswagen,Tiguan,2015,premium unleaded (recommended),200,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,26,21,873,33590,FALSE
Volkswagen,Tiguan,2015,premium unleaded (recommended),200,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,26,21,873,31260,FALSE
Volkswagen,Tiguan,2015,premium unleaded (recommended),200,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,26,21,873,28250,FALSE
Volkswagen,Tiguan,2016,premium unleaded (recommended),200,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,26,21,873,24890,FALSE
Volkswagen,Tiguan,2016,premium unleaded (recommended),200,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,26,20,873,36420,FALSE
Volkswagen,Tiguan,2016,premium unleaded (recommended),200,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,26,20,873,33365,FALSE
Volkswagen,Tiguan,2016,premium unleaded (recommended),200,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,26,21,873,28700,FALSE
